"Spot","Spot_alt","10m_Gel1_IS","10m_Gel1_Total (Cy3)","10m_Gel1_Carbonyl (Cy5)","10m_Gel2_IS","10m_Gel2_Total (Cy3)","10m_Gel2_Carbonyl (Cy5)","10m_Gel3_IS","10m_Gel3_Total (Cy3)","10m_Gel3_Carbonyl (Cy5)","10m_Gel4_IS","10m_Gel4_Total (Cy3)","10m_Gel4_Carbonyl (Cy5)","30m_Gel1_IS","30m_Gel1_Total (Cy3)","30m_Gel1_Carbonyl (Cy5)","30m_Gel2_IS","30m_Gel2_Total (Cy3)","30m_Gel2_Carbonyl (Cy5)","30m_Gel3_IS","30m_Gel3_Total (Cy3)","30m_Gel3_Carbonyl (Cy5)","30m_Gel4_IS","30m_Gel4_Total (Cy3)","30m_Gel4_Carbonyl (Cy5)","75m_Gel1_IS","75m_Gel1_Total (Cy3)","75m_Gel1_Carbonyl (Cy5)","75m_Gel2_IS","75m_Gel2_Total (Cy3)","75m_Gel2_Carbonyl (Cy5)","75m_Gel3_IS","75m_Gel3_Total (Cy3)","75m_Gel3_Carbonyl (Cy5)","75m_Gel4_IS","75m_Gel4_Total (Cy3)","75m_Gel4_Carbonyl (Cy5)"
801,252,3853282.45151838,327746.677411536,509254.509100591,3144047.92325151,239193.639278454,514204.400099811,3067634.61517059,253645.127342576,499927.875625184,2832648.34728639,268423.678563035,457647.179115296,2920641.36435327,708439.014387984,1084360.3886097,3699141.69162994,794043.361710002,1171614.51667129,3954594.85688871,910537.437899925,1207760.31625373,3478318.84304337,788469.903307434,1112095.77978444,5176743.76113952,2736235.39254398,3898826.48157967,5032139.39956514,2331923.72431409,3219481.35275074,4301431.15392384,2211090.31779869,3284080.48960526,4278086.22600409,2288038.18231342,2996970.88534036
816,253,13288277.2768243,1146749.53284575,924860.546501304,11295551.8660016,944943.808397624,881235.091916624,15784061.7035393,1339253.99703795,956490.530282247,11281784.9250624,1093453.58552657,707317.087441193,11990102.2261887,3006872.92171628,1631350.18725987,11959869.0600683,2644586.11281286,1682799.94543259,17000258.035098,3963073.1124389,2210017.57065246,14371617.3662964,3336267.11859809,1965610.33404725,17367790.3550622,9199644.21490326,5507775.02499007,11750118.5310973,5795876.87155639,3861790.65095513,19888678.8382328,10152991.3473501,5259489.31240936,16352097.3889886,8601214.82206958,4172151.42582686
791,254,2419904.64172529,226918.83210561,1046695.14332428,1797014.22430821,148101.949231344,833599.121862664,2320566.03878213,198677.269078957,834728.727281172,1477510.84511899,158480.887363892,756868.12458946,2135570.76205082,556090.410697897,2345073.37215892,2535868.42452053,569133.111300708,2651764.93030406,3312671.75691338,812051.138583123,3771898.91337638,2479228.14329789,599933.624369982,2499059.34110907,3114107.59801765,1777546.81807041,9327092.90373404,2842936.9623744,1430151.96543885,7897431.72451713,3180842.9124555,1719555.04381402,7299321.13401228,3534297.89005518,2089646.96584185,8157990.39205382
807,255,2221955.72572384,181455.21387051,867908.102932928,2506486.84345981,177159.561692062,846600.105597416,2814343.51743296,250180.109189317,938745.699281762,1911148.03193699,188739.988499551,722060.593746138,2188584.48508986,516452.307918956,1952786.98876452,2262942.99721401,455554.163845714,1936425.62388299,2511991.02852966,597318.127990469,2283168.86726867,2779263.24996906,665655.225285638,2257596.54564054,3773349.66931239,1987425.82408749,7683560.22142528,2800145.7731134,1265210.18274429,4884391.3688045,3136599.7808238,1657236.92647305,5745260.60344463,2097702.03457157,1169447.99965296,4011647.00785053
803,256,2857283.22597764,243501.662743498,268713.117358568,2893348.00644143,210756.035847993,393940.894668669,2778234.16327401,236080.844639036,370503.972054603,1823372.87836301,184268.95161785,289511.925286458,2415757.68257551,591538.211515895,649320.418358535,2514750.36269423,527227.578279589,727807.445722826,3018069.50586486,718288.235008426,733467.018731849,2999059.58953604,724573.911836879,805855.845593757,3550567.03017376,1956867.11464873,2083772.5894825,2692496.75848302,1260876.7390959,1538231.00664979,3479657.93913154,1854315.75888108,2161816.30310493,2511533.07864577,1422053.99484985,1245039.34065511
795,257,3166225.5505622,285775.699361841,364305.17734218,4349423.18555173,317638.432288268,270840.446031689,2914345.73812058,244375.529237203,264837.99152724,3616701.25257476,360173.366185878,320317.16006588,3365644.17718966,855958.829974451,578052.029037527,4982330.52067001,1052994.92888947,675366.375653913,5184163.39511427,1193181.88320572,802186.059854592,3997880.03023887,931747.710099816,549255.967600177,4432267.53132068,2473182.61137316,1966071.19854872,8774006.47941546,4165124.40746838,4684119.18426608,4154876.27191516,2294403.61906335,1758450.58561227,4204164.41997999,2329245.67442608,1309931.29781281
756,258,243772.00470034,34764.3073161719,26100.9438855921,194847.340138491,25281.5769279057,24297.8902994492,240288.724555265,27246.1781348142,29800.148294646,231314.996883833,25674.088582146,23057.0833779672,253891.222488566,75473.8298687187,33203.7625622258,215012.549695147,67242.0541623329,31133.7527416138,230876.909136152,69762.6442335774,30951.7770909668,213223.830281006,64598.6324303655,26489.3142059971,285109.369337312,204025.034101102,69867.8340943609,204534.525432088,150820.60778693,63835.3203314646,339758.80608125,218626.269352536,73689.4042984283,403709.296156463,248012.53675506,87291.5595615172
769,259,233966.765314395,17837.4628135885,46478.4507153285,250162.572726073,16719.9054768433,45419.6420997995,122533.262883097,9463.0975293126,49791.4805291123,192082.721955873,17717.2331833097,45731.0024056955,169585.7957622,32977.1602453795,48695.1470451316,222172.45596786,38597.9226449514,97974.2121722104,231793.545911532,44757.3081171276,86147.7672421159,291857.658618505,56945.502592842,97932.7528712927,264092.948498613,122594.799953092,199926.02736047,233839.303961808,109636.580376503,180458.833262888,272068.161679527,130400.109524343,220533.253695399,160716.862124032,80927.7576258461,193498.319024376
810,260,3297734.76312936,260807.980364945,572560.69914158,3427137.44964605,223739.550316868,670545.312893024,4200569.99104681,354567.817487069,675161.064480451,3111538.25328809,336646.836998342,492480.992254915,3172198.65219689,755501.638470725,1698514.20025396,3530531.09811947,678988.747798399,1530577.90219167,5572461.23833538,1321660.80516428,2593651.73192682,5252452.2922822,1331129.56062895,1844791.77653571,5135893.40441102,2773940.25161909,4682086.37191838,5010948.66392172,2182934.62878518,4464047.92625445,4472268.7590761,2385598.23998355,4425088.61317282,3835490.77915034,2183407.06057784,4267978.2486466
792,261,115926.536496326,7612.6388238726,49682.9359834915,174603.527291684,9960.4540224418,81373.1662501709,93992.6205884612,8453.2285865423,58164.4888002284,38882.9495468376,2788.5625812411,65166.8489191861,80455.0949725469,20390.1157292725,93888.8057859274,105672.879777759,13796.84070271,104388.221825748,64281.3733862793,12490.8667632674,139788.242652517,85406.473305397,15660.9074694861,145271.13327261,120979.663179191,41966.7581091696,461783.787864361,143272.374804689,52172.9902430375,262240.318213515,104744.265680592,45412.1221684928,218119.283167383,579587.31054205,336679.085066779,638827.735973606
804,262,1737347.24372688,152869.056113901,170588.21576649,1688197.49894476,143764.713275867,199765.343062784,2518106.46110395,206560.238124558,201331.091458592,1465770.22751766,140300.830891481,152098.135627817,1529533.41005235,376137.610607182,308752.787347509,1441262.29222705,342414.136261016,252277.780787824,1849305.26680419,443589.368161556,356767.897093852,1723522.08359049,423214.841167985,269345.33762131,1872276.75390026,1013893.27043201,731782.689676746,1237817.31854267,614634.558446368,539472.904404622,2144290.67880336,1111627.42871763,724021.409980244,1858127.34063367,1035414.8711086,681275.39206743
788,263,151171.635552387,12053.6088796339,98360.1489217136,165606.929474244,11881.4445592731,102688.10325726,209550.85852621,17519.7707807578,149630.574639958,131729.211689336,12004.9457040432,66043.6696134166,199683.968560898,47235.7856323391,292021.101345038,160618.003221814,32399.1202953213,175963.099211754,169884.036783902,39358.1857542798,192223.391537432,230365.026541228,48502.0630305416,216503.330197108,266495.217293929,145553.082801756,589056.787134633,272096.467352378,114546.582182961,540450.99943381,124831.734594969,62371.2726001849,299906.734030436,164377.689354842,82943.1325141405,525232.363655467
799,264,1038974.09702767,81225.4907542609,145169.768921815,863168.61170274,63551.089159325,161314.317204623,829636.738903973,63011.1815798348,164365.761069067,932683.047350776,75370.607154309,127339.009261118,1140139.44832811,272275.431663637,334864.583310373,911367.464073742,181148.635929486,322760.520019157,1173872.82972498,264221.157592676,356101.777207149,1217841.02819653,251440.983262398,370251.887782096,1153938.58804363,624029.701982683,849350.497179913,1111143.31076918,495752.642305752,854921.421634344,1203814.77086656,566783.376920733,754580.070266494,1119027.73769414,521197.498017739,858091.602766162
819,265,4284018.42976102,385328.258048819,405805.898135921,5453296.45709327,404034.056271844,456530.423189788,4003315.08561479,347625.081962491,376439.754115805,4203903.56123573,424694.618572843,458347.433584679,4690784.81207052,1229503.62651633,906495.24738085,6507930.13282076,1367636.92590677,1123398.12166708,7131959.667578,1748235.22646415,1354883.40182881,5184683.39187079,1265977.06767556,855368.923138391,7232101.45698086,4246101.53449598,3085362.14441009,8997108.50205111,4368865.339507,5462128.58482527,5196757.02464033,2930406.565529,2127539.20657019,5608291.27554427,3274123.52768987,2354596.4329944
789,266,1181698.54800041,115561.798429614,98358.2683451557,1009896.50014332,101035.338560043,115577.169925864,1036791.37026678,82543.8621514809,101491.849261637,995543.349979263,101130.584139062,110308.046170022,1131481.03395236,306609.437532086,262365.492497939,757947.376439431,204320.651740956,186196.329995987,833223.702227285,222626.551446322,207089.480946347,910104.882726696,245033.197810408,182263.193638684,1256750.39098811,757069.278502911,632395.765296881,1110091.03859328,623110.401008653,638007.624417759,1273567.60740215,699268.349158023,569103.937135661,1353885.09635849,771082.442999283,577361.555443209
835,267,24936665.904843,1953817.77253527,5704928.36853058,23765869.1797589,1528989.9441464,5252121.11675791,32532301.4245387,2332552.34650472,6517905.81828658,19221713.0992388,1592979.46088297,4568306.10979732,31772218.4625103,7246252.23287206,20186411.5229509,30371657.748368,5435470.57533163,16972907.8070855,33535302.3920087,6816209.00907503,20016605.4863557,32460335.5322384,6561565.04764612,18869203.8295489,40931815.3566608,20312730.0843354,70630813.9253245,27066675.8461465,11316633.9378855,34971259.1820454,24397754.2223756,11461078.2915151,35687350.7444022,18287164.9338031,9361691.38532551,26614717.5839469
817,268,1277968.6922932,103842.806492532,560445.483922262,1282685.48367638,85574.7025180635,470524.459740165,2412646.2266248,204552.085412147,960422.60030305,1086316.83136877,102886.260243983,453865.461175818,2031039.98636471,480436.78921511,2036224.70423177,1434868.91044969,256753.160433003,1643033.83410448,1283713.74884306,282034.215101415,1338302.80032847,2280711.50878207,536095.077508658,2075434.88145936,2074315.33804646,1048366.97431172,5626024.65520753,1605593.03508697,618243.833146929,3734128.65714448,1470997.37457946,738101.259330101,3739284.97769274,1284360.97003775,691265.888933325,3518315.29879525
846,269,15844109.0972136,1278318.43331651,6648010.84251134,13999792.440582,1015829.34739941,6214705.47499879,16136742.8791215,1296861.60505593,6388718.80510249,11493407.2467716,1108893.1343927,5012632.29198998,13864333.6657931,3259778.35736218,16205390.7409316,13977464.0402623,2944598.62222616,16758290.249766,15505145.0305864,3472129.67811608,16773413.4006757,15295009.5562968,3545203.4408753,15479354.0416554,20446128.147083,10801265.2976915,60114343.6054401,19452899.904142,9216202.6725545,55007407.8458738,19393051.2339076,9922168.21049861,54268443.5114741,18751991.8319195,10168316.0185001,48053447.6662977
802,270,119796.853046332,10638.7038806297,84149.2654101337,141441.660115883,11942.9576235014,48247.9444373378,122701.205307073,10474.5956748912,66290.967912091,85069.851915547,7494.3959450761,35227.6777553334,91289.7863558062,24267.5353110731,117063.114509828,110204.737328207,25228.0992788481,117917.592463299,161793.475154756,38184.1015926347,247616.726530351,151581.327099122,35754.6118548671,137757.774045762,129847.750677817,78669.9358174387,286940.036387115,237030.994570906,93415.4125514425,483586.569908588,123174.925169121,60996.4660936314,291259.124558647,155052.747785878,81698.1794623242,325762.742591282
848,271,31466078.9509266,2666762.50395413,1514145.67698898,28015030.2692076,2015513.35507059,1555529.8632025,37724777.8227529,3112125.02100219,2074163.48233257,23517009.2386516,2343948.52868508,1329423.88582884,21895181.2258059,5444951.72508744,3814326.52697543,31068813.9275572,6275070.66159426,4498010.48491988,67089371.9947175,14863945.6116663,8114436.92682937,51084562.2613751,11606578.453178,6106816.93537723,52370882.9279213,28042309.6729887,17029030.8997172,46349302.0003748,20821256.8950804,12133106.0658954,35488605.5411699,18374697.4379101,10970298.3011056,45108526.1672103,24290837.3959256,13895995.8668596
811,272,1225464.85878753,123643.24405773,243538.306220463,1230784.12492643,108058.928911581,284203.508873176,1171722.07053052,103382.036616919,207507.455114187,846028.421962058,98323.181750957,233401.668365588,1055483.41224927,305946.969037901,588455.131369336,1079201.4154346,275160.66221847,650685.054798672,1232653.6556265,316255.719359753,559066.920942674,1400272.617505,382353.680303911,701656.33607715,1783922.56365919,1103225.58857917,2022311.82918154,1483439.62999726,823809.359193298,1739838.63041176,1637449.56765464,954568.652206552,2110468.08940801,995942.631960621,611720.004057145,1063406.72005461
845,273,3365618.98232539,287854.558046464,1947030.20105125,4764712.94593307,355046.35450024,2485354.67415449,5080808.35905694,406854.501037187,2590390.33168966,3651855.65841761,348168.668246583,2154185.42839034,4210508.33628598,1063382.84688167,6508998.24596769,3515002.72457897,735835.258560837,5416711.64997659,3522992.02183868,800791.76487309,5198585.5154071,5181622.96092855,1219394.49529822,7279734.93199409,6666736.24756276,3663819.6909696,25750974.9469152,4919723.40003695,2372479.26961029,17091259.2027668,4569265.4071869,2401791.85921414,16258031.6777066,3160355.88995235,1753585.04573801,11435286.9937231
842,274,2496672.79386125,248875.402969014,1691736.91220607,2461665.25835451,214806.47077933,1704258.91243392,3367824.37086399,310356.51290287,2346795.58265305,1968463.444153,214163.086271024,1444880.646303,2501682.32575369,713951.268029397,4744061.78360443,2366353.93173161,580980.763109543,4506403.41817,2496063.57697529,655426.289532727,4582162.6906994,2204227.80109938,591475.961420824,3876437.81856794,4889160.82639008,2976588.0981015,21913101.7334206,3428976.05701925,1838323.72662247,14305452.1788433,3301939.45302511,1918030.17157627,15035442.4313775,2102974.37980457,1277965.93330549,9375242.23961825
808,275,609740.212363596,59633.3174760506,61056.5551799831,481058.891684007,47122.0664800526,71254.1427899694,650313.506565986,56399.3531625466,84744.6448643312,478488.60053084,49027.8456678011,50038.7814588721,1272268.58263402,344488.515807941,114423.549534983,464811.061359276,124341.519528912,96087.2356999493,656121.56989345,161356.12117817,84638.6335450038,686717.877731438,211155.172607219,101138.670080455,838441.249260817,506300.638397388,187112.344879767,730473.87784022,425639.339823354,166164.637138118,924478.061111551,511179.978635412,195761.001850914,1458640.80734539,799584.547293267,252454.644256147
834,276,2090898.55850463,220962.539589397,936721.123172932,2595242.07734756,199966.475042656,1122863.66649526,1623716.63244427,139180.292740639,896155.403851958,1749694.04943514,191796.380906608,712987.573485027,1772686.52961653,523361.661096403,1880767.473477,2328049.88312947,594276.782896915,2947871.08793787,2950824.0454903,748277.213522257,3713279.62429179,2501179.32026618,647675.254294925,3013389.92264163,2866756.70361814,1755498.42989017,10893336.4306303,2993923.38729403,1653354.38658277,8203384.05752971,2863703.01843857,1711246.32899282,7381745.28744268,2567519.21623224,1609369.13392895,6692104.22802767
832,277,4422831.83248374,349647.121352255,1591468.81729,4384391.38621046,289059.052239799,1456628.13777554,3929011.16516138,306194.251992441,1369149.00116086,3033823.6573999,267885.07362864,1471045.62898144,2585125.11824437,634300.228590935,2471105.560386,4635701.70769171,876948.832422629,3995727.24920386,8469556.37689065,1789898.35775935,7287527.4808085,4240472.77752129,920828.31216181,3980453.74239396,4880339.29649758,2577893.68964003,11800806.5598987,4878203.08803916,2148056.49772509,10008583.6125634,4518861.2237886,2290211.48560839,9473237.33362466,3703493.96365276,2012461.31646361,8042096.51957108
805,278,240077.452149487,21134.2153846179,62964.7404868357,150605.029452922,14864.4631398796,54358.5296844665,236387.149226226,18802.237804127,43376.5298538517,189851.872696503,18937.9223571201,49275.1257351286,230572.821439217,64446.0449942891,107238.498737881,204765.80459084,49241.326209065,117851.3905892,241172.34398306,58823.355683043,123668.303409356,264577.485674955,64982.4412343754,100294.532445818,382670.159870465,229668.52973268,293196.665319519,151714.197714242,86571.3327298662,246650.029447917,268072.68646863,145306.409328473,197233.324659282,321073.275834089,177417.76690176,243982.139963491
815,279,581471.457546026,51713.1429482488,230792.110097434,969804.005271401,69863.6856589163,226422.87248784,552655.717752812,46370.241132932,174416.045261101,577202.513387406,55382.2167332862,176952.285747284,704529.139277547,184918.832144803,403176.539783297,952831.677508554,197015.494509062,423123.546716086,923187.483023397,224662.065689809,475621.412399968,717367.072923235,171118.561200764,389003.989326804,1054789.44787538,618896.5404645,1368962.45500664,812975.527035184,389675.370832395,759073.133063853,804005.662849948,451563.220277883,951363.295908194,1226556.30100753,707647.082934568,1430318.67516276
820,280,2425505.36125838,243432.291920805,944737.690201861,2313461.05879402,188227.656500688,932214.504516853,2641626.21512327,245504.10096379,971365.386944531,1609936.79109016,161513.595454302,758624.83417697,1991063.47547706,543001.219966056,2240962.18580308,1996571.17638005,499870.224463735,2423003.53697409,2662724.81003562,683077.462045467,2705141.99353372,2229661.84408399,572877.112535225,2114872.61429642,3242592.06302833,1987137.15380278,8358360.23376185,2584598.21746416,1359213.43057999,6151556.58201844,2907640.6888985,1634227.06259456,8067046.23591271,2181603.16031662,1243538.05475087,5516073.00611013
824,281,306680.358741356,30295.4371943439,230952.727081149,295817.016779766,25933.7714392811,190190.243481044,247658.333847477,24019.4940674168,155027.342480963,151638.521196077,18833.0738393632,175979.068407541,380982.772139644,97927.6894688859,579249.846621697,573821.755365291,131918.061676609,554198.715449279,327582.015606074,94549.7758633823,420128.46964581,276237.665442011,76417.8661047679,369655.010563121,571887.208224705,386710.481012716,1310116.72102819,1025770.00403835,549304.188170671,2670725.26092327,621653.131800424,397036.187724217,1498696.11850556,466312.973159897,292551.119616213,1006975.95669739
847,282,3864502.41454446,340565.644329402,1090166.39312164,3777968.52346606,285667.9102414,1133532.27540123,5794277.75846274,488210.638507833,2096820.67494649,2720953.21890389,270576.64226069,1041905.72862716,3747738.0576811,979027.195370274,3843422.85900593,3739082.99207604,795820.445378235,3042430.21210642,4556374.93106954,1086090.31939374,3527367.9177793,5696009.76391667,1344440.50171696,4409112.57856269,6169515.02569644,3502300.96652195,13105243.7481752,4410545.51089778,2146102.39842779,7827824.70238922,4041113.68558882,2178072.55335626,8536422.46440712,3501809.3549297,1984647.58787798,6820028.388863
838,283,1880618.78156596,182533.743754235,423860.399025526,1747317.26210657,142454.670532164,444330.991822729,1766591.47070402,156289.02744169,386336.788023326,1253646.00081483,139427.553179577,314400.360100106,1549973.53784427,442867.138279638,896227.297749411,2191245.22704682,503096.60283586,1056639.57722894,2204242.17396936,554594.737255465,1305843.92043826,1838445.60869299,482064.106021063,908542.324491337,2142821.7389,1292324.50542187,2343553.07938504,2435032.25698742,1299255.91427196,2601383.96703346,2401147.90466756,1365756.00249887,2933882.14366221,2756009.39693332,1622094.03359976,2943762.84519078
821,284,181756.204799156,16887.1416048179,69033.2067748262,137625.389017874,19092.021994044,59628.5008371835,147209.790919051,9303.3585609283,70948.2928456165,203744.984613918,18076.5291803707,52008.5283071973,158047.347255358,35929.8501019318,98869.2100580194,140174.246902243,30805.4718102498,114330.334714157,173354.93993781,35080.7416885359,186771.536659204,220994.412320205,50334.927109373,124372.66985121,345399.262856029,169573.357906735,352045.263482634,257527.692216519,128554.977493189,241091.563525099,205564.779701936,100648.979881688,272885.327696483,264002.360924764,132584.918431153,275609.123278377
868,285,9449111.74436916,830644.606263406,2495775.28137632,9080376.5731991,788423.251610911,2556224.70754466,10578036.3296293,878683.773801222,2709115.8057345,9133062.55824211,864123.663888678,2474282.39519349,10311079.3370344,2618684.09600803,6916224.34406412,8957484.55427405,2097245.09211526,6239991.67719161,10949262.8316735,2547222.81453231,6550729.70212528,10675048.9696379,2552987.43709279,6006051.01540181,13682754.5687109,7506285.9272158,20300009.5215115,11669506.8913917,6016229.63665531,18860986.6555219,11817464.6058222,6243865.0306488,16936356.47531,12900952.3650386,6936505.05092321,16978605.591377
829,286,2838580.54056561,276301.874068384,172503.885286944,1982155.94991252,167050.974340975,169872.044816517,3545028.74977827,305836.154584405,238681.63809817,2327497.44749246,241524.794049943,225014.863316506,3151363.86706291,856521.132357656,516651.767108311,2129954.28643998,524497.740437072,316013.794582622,3386754.13186293,857764.931874923,494086.559502509,3687011.89791982,917844.0403214,381469.80503179,3429748.30045402,2033046.60671236,887127.479825173,2642487.09614583,1412431.98768065,712470.146277925,3354283.07853003,1838387.69074384,812421.423683647,4333275.92796932,2352608.48927954,861126.006930907
836,287,1093033.87684253,79587.8142339129,190042.814096689,884265.682190052,62594.0305702568,195217.933146258,996810.543974305,74077.1227374696,208485.467671496,756040.943717152,69843.6033727352,160643.91821281,2301916.43265355,560062.315730168,510628.015616434,727846.71698237,161155.570366281,377227.401923633,1165250.81827948,251163.029658676,529209.802240156,911127.684309353,214880.474018116,385029.817832726,1424070.09419564,726624.752848101,1342934.00155346,936983.690751328,457930.460487851,1015252.91693066,1273002.75058093,642552.90769279,1194094.55881868,1201762.13291478,617402.694581026,1021321.67953049
827,288,56362.2890140475,8597.041201631,18244.0168916647,46978.6187946561,5210.435060692,20054.2205665109,59894.9794009558,6340.4849935239,22787.1067466468,56105.6423403001,4956.4877211065,13225.9802257278,47061.1007521545,15550.2480173952,30566.9735491025,55622.0117021214,20588.8592625335,45435.4000168498,59476.0728264551,18693.1934447571,27859.0959149609,60785.2346443597,18802.4609577151,36477.42313756,135577.200237343,85975.9495968122,119832.901082293,89215.6857275759,61266.4076360061,82408.7694304925,99555.0921228447,57648.5201709061,69093.1552027113,88668.9981115509,52432.8411173147,63091.6855406276
833,289,222093.848463311,19402.6630347572,42714.7628591766,203230.068606409,15699.3403197125,50124.5323929341,182346.322727608,14838.0521769613,26671.1316420456,119975.561001058,13116.6776703914,32550.7852669877,157990.046191825,42513.4551086345,47614.5164581794,155263.478140785,33858.3863835378,87038.5713353039,204820.606282965,51576.2194085354,69159.8214057795,193978.172210637,43899.2876935806,49215.9758077992,248555.290357737,123506.666890386,128120.357939708,153337.896936025,84996.0813534973,101351.568173164,248373.287511412,117998.607297724,125138.190993673,227527.368284625,110581.449619936,154901.301194579
853,290,1050157.35680686,80669.1631081325,384125.98679967,1124040.73375268,147597.366860183,359530.601729617,1353970.71184967,108886.041026443,389358.554556449,1046982.92139061,105934.047500358,419577.250107138,1081700.46592239,238090.32425844,915824.906002982,932333.675960538,186422.743363406,837038.854041346,871356.60297075,193321.442004789,730000.387138898,1452935.5374923,355819.979256627,988236.070180488,1848344.19047257,914827.701794703,3873406.76047307,1088848.70822904,518260.370469585,2028515.17781974,1290372.8476819,667879.411673402,2353941.69435973,1568466.09875041,843184.618552985,2687501.48022338
892,291,5141519.99420667,444782.708587183,708484.164570799,3992554.69208241,339547.709795435,781448.893774358,5266142.67207529,407762.985069461,748722.253002423,4940625.59615846,484235.600151447,641768.010885978,6720122.27328203,1724214.09166836,2035683.82633915,4224961.75957404,953943.317410092,1584704.09024652,4896039.70843868,1192724.6284881,1577286.38865507,5682136.72569364,1320881.23370471,1418882.05372889,7376222.67525072,4018275.64650383,5636012.98352075,5713898.19075817,3000114.43824646,4423751.40073469,6745362.99771244,3546036.7869244,4525477.56079817,9062690.97247913,4895054.45472911,4960659.43158388
837,292,4484221.92008539,381935.489013027,337306.328217629,5856663.53653517,471688.472885349,419524.195784032,3602429.91690984,263246.672324288,294803.94233251,4181456.72079847,392432.287026324,335688.617959336,5426912.07064044,1345305.65241456,1116218.45216819,5319980.75322441,1156327.73876555,902091.619926484,4486866.9992403,1028138.90510888,871279.023593307,4867547.97452322,1123003.81493478,800614.986018699,7447842.99261203,4147553.61705767,3036644.99391795,9155310.94463588,4587478.86337623,3113020.6443654,5136709.59294349,2659392.31004797,2271699.7080676,6026106.94549963,3217374.91585476,2016730.53204341
830,293,1990857.05510177,203636.262295168,145328.041768388,2213454.12491824,210536.221111691,187587.502876315,2237981.15376445,182656.811747272,135433.431931668,2408627.4273003,239852.599087613,165222.572495696,2626867.41578951,761893.686705136,476598.708625852,2312990.10977121,579542.114303331,314223.379070937,1690115.0253155,378211.097935584,338119.590606733,1990708.45159988,494450.003795302,257715.096548554,4369111.82095737,2666932.08747904,1223070.68657441,3290633.82477328,1808929.56467278,902274.42327574,3335938.40176749,1759074.05969349,1002367.57078462,2420685.81596028,1282149.67251595,666763.520141862
844,294,260789.478012683,21327.8182592473,65668.7727729947,232266.586347277,15548.3085556604,90201.5887340544,145075.528046232,12228.8374172828,49891.7869493255,120018.617023637,13029.2739934518,69912.4310502096,218978.741189933,48876.8344634951,164467.340656882,234963.236356957,45705.4683637369,176849.075885598,263964.797451488,53943.1964313028,137785.049845244,226138.099846913,45833.0487207046,104640.054724546,249137.133092679,132638.065354669,366331.31743524,178323.764997482,84112.4671413164,413051.162495441,257427.896530247,118515.543492496,342513.868545025,235172.239530105,109656.358154898,325181.661940737
910,295,28591333.6131997,2579345.40305967,1825080.82430433,26290501.0887477,2122598.47478721,1773515.78332068,26100796.5021225,2290127.20570919,1650922.38578559,20130533.1608626,2094802.9942696,1379727.26341342,26619916.8961362,6993233.04389313,4635687.53834658,25545874.4467282,5809567.91515234,4214787.72360811,26916138.5916563,6582159.1147648,4100611.98485319,26979589.5116079,6723298.84530528,3935834.80628938,40573172.9459805,22963124.3148439,14710473.5751849,39528804.7898761,19786623.3578417,13494364.9480854,36717079.218343,19870307.7253841,12880135.4345674,35343912.2139829,19917409.4230223,11863087.0359286
849,296,335234.791224534,28115.285198365,45824.7593006861,233828.170800424,19149.4798518501,57595.4220040321,325109.274679477,21236.7151084103,47882.7815545625,302639.445999924,27648.6101116145,49585.6649783072,814795.971885722,230703.694312824,74040.3534571962,329263.774343504,66904.0651650989,123256.196499773,307533.920377379,69914.7388643854,87349.9245395823,280896.944436306,67839.2278095514,63964.4782008186,476684.627553771,256603.409776374,213331.184433549,267037.444492562,140643.971420961,201721.941731536,400692.012929171,201036.895933859,205998.665996566,420692.2836011,211254.106483829,190781.897173717
869,297,874174.354851597,80369.1527141143,123460.678065299,841544.524923494,63677.1777354888,165277.605397663,814374.89794594,69282.1449170944,144003.201524908,662141.015527025,61616.337632028,143762.698234327,700459.584829016,177388.707270599,285059.872409242,880974.116519647,199634.807201433,323584.354169909,818426.382379048,199358.170399464,296288.477188385,865681.750763256,205915.225368091,280650.806843643,1263163.86285175,698112.643594326,959730.863087628,987519.909754845,487354.363241284,611686.939606106,985972.826443067,512125.559483594,733732.131900184,497375.354962334,257160.531918195,358932.894204344
854,298,1707754.91126253,160361.999884208,202957.417182242,1951650.74471313,186581.511390156,193938.432291364,1962012.24797043,175169.524142737,210010.937356736,1145336.25474443,112040.38889432,146612.858284281,1357743.79199447,359178.386039329,377785.65780867,1662902.40439047,384862.562379074,382513.883135609,1937560.17602788,482009.420469389,353141.794647534,1501981.44276763,364301.476890345,229346.640810493,1782497.75794274,977576.269531009,668030.607100573,2551785.73276176,1283150.08411467,1508246.68437141,1998831.49066787,1059981.79566718,762780.725663691,2713837.73644744,1515515.21307469,1074797.60287271
879,299,2655143.89364449,192097.073125178,2008790.99521647,2160782.70728233,141660.154022304,1799448.39016612,2454350.01066409,173628.225058572,1967898.57128921,2173100.61115484,172423.630301766,1708367.09992827,2978031.92868583,675106.360557879,4872169.50931404,1886482.04939827,355561.149896777,4600001.40721516,3269908.12623574,754760.440394134,6793701.40149891,2114354.13241841,444785.913043834,4116666.81789556,3175578.97723026,1526777.50498819,20457485.6411272,2003781.97773687,937712.270218979,15921891.9951202,2866345.65596628,1363253.34497453,17242470.6882781,2871548.6453017,1371106.4428494,15621494.3987991
