Spot,C_Gel1_IS,C_Gel1_Total (Cy3),C_Gel1_Carbonyl (Cy5),C_Gel2_IS,C_Gel2_Total (Cy3),C_Gel2_Carbonyl (Cy5),C_Gel3_IS,C_Gel3_Total (Cy3),C_Gel3_Carbonyl (Cy5),C_Gel4_IS,C_Gel4_Total (Cy3),C_Gel4_Carbonyl (Cy5),T_Gel1_IS,T_Gel1_Total (Cy3),T_Gel1_Carbonyl (Cy5),T_Gel2_IS,T_Gel2_Total (Cy3),T_Gel2_Carbonyl (Cy5),T_Gel3_IS,T_Gel3_Total (Cy3),T_Gel3_Carbonyl (Cy5),T_Gel4_IS,T_Gel4_Total (Cy3),T_Gel4_Carbonyl (Cy5)
849,335234.791224534,28115.285198365,45824.7593006861,233828.170800424,19149.4798518501,57595.4220040321,325109.274679477,21236.7151084103,47882.7815545625,302639.445999924,27648.6101116145,49585.6649783072,277779.661485298,17146.0570455179,60403.4965305472,249064.464817144,16557.4742991916,67516.9068765082,279473.979341122,13011.5323518435,63106.2960002365,296126.559841477,18998.1730342361,47616.5975563111
869,874174.354851597,80369.1527141143,123460.678065299,841544.524923494,63677.1777354888,165277.605397663,814374.89794594,69282.1449170944,144003.201524908,662141.015527025,61616.337632028,143762.698234327,719175.770334633,30180.1969001627,195221.77327862,727845.806625651,28807.1715941846,206062.127905945,554883.935876767,16916.8446885437,124585.765717891,796771.363867426,35824.6630817897,165601.889425662
854,1707754.91126253,160361.999884208,202957.417182242,1951650.74471313,186581.511390156,193938.432291364,1962012.24797043,175169.524142737,210010.937356736,1145336.25474443,112040.38889432,146612.858284281,2234444.43746237,147862.326494049,243325.824887587,1698953.43387588,118337.228408227,167883.321344701,1885076.72156264,63558.4478957009,162636.166179489,1549050.4347373,103023.470386108,250340.328296437
879,2655143.89364449,192097.073125178,2008790.99521647,2160782.70728233,141660.154022304,1799448.39016612,2454350.01066409,173628.225058572,1967898.57128921,2173100.61115484,172423.630301766,1708367.09992827,2642483.96740867,165487.990707375,1699112.49223056,2848158.97124558,165997.950325607,1968820.53383068,2106749.30133904,63719.1314948295,1310676.20572468,2181654.12127104,132733.4176907,1229963.26972705
871,4443749.66931077,415715.941520612,227549.684784289,5948086.74112182,518120.883411115,358582.862178022,3905394.31239374,344295.899428637,250840.800115141,4130660.69972388,421958.503464603,227296.174275421,4534650.72488699,219134.985816214,257968.936828492,4324993.17000367,215588.639077013,225698.642815285,4932357.79257995,126812.415200727,200828.782650812,4112455.98501282,204943.018319945,140865.806507555
865,3218776.68431615,256684.15670541,113165.761053878,3260444.47438488,225718.474519478,104109.189498893,4410099.57586936,342199.375403978,165814.713358902,2526944.5412206,235095.645693309,81880.9654650399,2872766.09176328,110709.430344803,109341.844197973,3413171.08979861,134161.824576129,86601.5801928555,2207189.12090404,38302.1942665284,44649.6915774852,4022697.94623674,154813.812880402,96267.7838335565
859,246330.306656895,23685.4612964402,196091.974153325,262668.775663802,20748.8808750558,221477.153720176,202676.230785268,19741.1563628253,146584.111240391,178253.874849078,21428.3590093359,235686.953921634,275350.42784795,14708.4040635725,189376.710974534,317383.733970745,19985.6557417924,180161.451862151,234012.654949811,7773.0954042761,146303.465054879,260814.422551052,15409.879986563,170348.293690427
864,4261281.6194674,406716.096916256,1352533.95707856,4441783.86616188,349339.877349921,1332844.27091372,3430773.20993469,307177.741615208,1129593.6709897,3499823.52824018,353031.64809478,1230106.92708477,3339280.22360974,186756.13733861,920518.984476366,3642823.55894587,211646.697862391,1109246.27820586,3615080.38377592,114091.989056169,1062767.60380127,3276874.86923525,207726.447763281,991583.287989579
857,258112.301040763,22637.6784798953,112248.248242342,191516.594691289,14248.4758802641,107069.701792134,304572.286565067,25454.9492207362,95996.5141035658,157354.039233339,17369.2611830627,72190.1053785749,237277.985660854,21002.8249316002,107585.521404019,197815.212541857,19415.8829289946,104264.469982451,180839.708752101,9077.5760028868,65668.5656154728,307612.95057915,27373.7891567739,132403.234551955
852,1638513.73088521,147395.387716314,196756.070080712,1912657.64474841,158800.800967067,230225.192155758,1293460.89944543,108670.087308235,159473.368837523,1349077.7880916,132909.390477232,202047.846417155,1535680.84414109,80975.4601978852,177957.081485049,1401637.9704395,75423.0852457306,160548.180503782,1597496.26469356,40772.2578856034,91300.2640733947,1210769.42496746,65553.5459136576,109368.103419267
860,3693408.35059695,324299.824528457,4012764.04427863,3775033.81458716,283960.853165661,4091121.35793839,5239167.71922147,436820.081906606,4111991.84673847,3846848.45795328,364261.334274759,4460401.24489764,2798686.25318339,124613.08091394,1575168.86984512,4476875.54817384,224829.458425777,2293508.97881957,4428866.87598031,111578.99333181,1748795.49948585,4633337.20473069,247083.44067967,2057590.32255313
861,328457.882076568,30617.740268578,65148.9559084696,276488.975126667,22173.6695010791,102787.017878038,465898.437522502,38240.4930445219,101360.072667238,284224.299690606,27435.631107107,95417.4069792355,293389.17007547,16127.0624621531,71464.494594054,366447.124368159,20158.4938537352,90463.7602985273,294532.979415455,7587.9891770194,52652.5447425111,442674.715040894,19301.7604750268,101465.784903918
900,1862701.38406139,164845.990687333,337802.113578266,2256045.88036922,170756.11204164,497982.503695991,1651169.85428957,141349.345872526,336065.336537911,1628453.25206224,161839.342065009,328935.304718911,1498200.8925192,117879.170672961,388277.091986572,1887575.04505503,142663.198106893,362623.482053669,1906036.88054801,73638.8342819504,306157.89230044,3196628.89739481,263181.096532916,578663.794703261
873,263694.717974856,23083.6487834718,204198.247224714,172459.610395103,20177.486543161,171651.249445048,240048.911750895,21472.3723524264,142255.294745898,218366.939317424,21216.5299070726,168746.114935956,247033.052022038,15605.2767748185,155578.693247977,259840.828662967,16460.587130292,103865.16033977,242994.074178714,7754.0343531077,71335.6811877882,264087.322974551,16549.6143986019,115301.065022918
880,402331.541852467,45807.3992600925,128135.616508711,357480.002732133,38791.8890755198,130056.137058562,403325.686081157,43003.636249952,86156.6479352987,339620.637966651,39397.5247934146,122987.589850781,379727.063522628,24069.5974498133,72883.5710331005,373058.679175492,18852.6990378904,112776.003614126,411652.011851032,10427.7768460109,75452.5147427741,379731.680548027,23546.7057272386,97767.341601365
870,1731651.28611216,163057.799237259,209497.438551552,1529686.32390644,130419.124682804,174938.312460894,1869751.10585176,171966.385246978,160339.74583207,1191184.00494181,125962.099466814,143813.130363179,1078402.85622181,68103.9790285838,142966.750225882,1593126.79920368,96191.6786109234,125522.628348489,1203543.98781814,35360.8383490457,108520.382241624,1236585.75850142,83257.1948085667,131568.173941008
895,4299177.1594651,364743.695843322,560118.915969409,3932863.0469293,304148.459458606,650916.862340214,4076316.41303144,348259.574391731,481931.739434342,4086154.25572928,408082.926287418,677264.186973585,4703794.02817941,299413.874324293,510577.027210023,4641161.18793114,297925.099759785,483100.374564254,3715390.76659935,149016.654135566,478063.643174168,5040726.10112304,375722.107893274,584956.327357396
903,2022078.5898616,174444.817730989,666298.868106153,3094259.48924387,222407.939955841,869908.497728521,2869179.7397141,242801.671010736,725370.693784042,1964732.5732393,191567.468051364,648873.098166809,1752024.56038144,81703.5230873397,419013.633856141,2589520.26600191,101675.680947554,372021.668898099,2500039.00345218,54550.2773387726,307059.755814592,3808280.41602566,173901.401629459,442302.874105557
872,1718788.78403413,177115.551934704,146962.717147723,1917017.68516578,181486.790731885,189307.333981574,1899323.1267061,176585.171504621,172383.965636274,1189909.17631859,131215.905419239,143860.378152637,1674855.91079421,85410.8966314174,203218.701813637,1518942.74235652,81352.6533967714,143135.218704654,1803558.96706169,52880.319407339,161632.199700316,1295372.32879169,69469.1907690724,138359.36065763
885,1933737.21476949,173070.259105603,423055.983008983,2148557.29810393,157495.931572693,441876.435911088,2290935.23020585,188709.015205299,588664.915952691,2029617.58096967,198244.951495383,477874.923646644,1623526.15269542,89402.9614156449,316671.925785082,1626466.66610563,86612.223925142,268896.215599235,1674781.70095676,45723.0165621032,250318.258397318,3346615.84936263,183759.113215973,501476.190216676
882,7180455.84178924,731711.481632239,323190.642087266,7791365.38260978,676243.050613869,369778.811186333,7493421.97948256,659189.355730124,353474.903370916,7277216.89466123,773629.294410641,382871.729565686,4412124.53641961,188778.672746824,258715.21374461,6947915.6360333,313616.082879827,316387.813547382,5464231.49557385,131223.610318426,179848.357179879,8561039.32365586,393154.338366735,367443.728967757
884,318662.70213489,31786.4750307821,233461.635187841,306697.931597439,29246.8468896502,144290.525996017,240421.860630939,24175.9339530871,133512.142265615,192653.246119152,25223.3325142409,196141.18652796,359228.835281847,28490.4721337991,186512.060284331,295307.811096516,19673.6851862739,189435.742712391,432375.276491709,19654.4745821557,217628.445790569,452542.22903993,39532.8884932713,190408.06464365
897,182299.037939887,16027.137573125,208704.430330845,169423.107296663,13025.2767408354,213742.68963873,150140.280998436,12485.2389108059,161400.397257586,226767.195982782,19431.0371857777,182085.734123938,186937.121487869,15456.2017026399,142551.577329466,190201.417156516,17216.0231928074,145958.964066152,192808.6624647,10912.178532923,123652.42958469,340066.328816009,31964.7945390029,240012.662983848
907,1828805.43881479,181275.249163391,184037.669758182,1489933.29553948,143276.014252507,213039.901081766,1423920.69426546,134759.804337744,128162.011824775,1340396.4719502,149116.400250256,177580.696775543,1233094.46450214,30213.7883839349,186307.914008011,1595816.10465695,40543.214733254,234948.644175233,1494822.24744772,23316.6722144212,224206.839355415,1178776.85742302,33045.978120305,157438.901860523
919,7574326.7416947,655826.174033434,976546.419191421,10095317.1967417,802618.580800498,1237838.10337625,7610022.12580724,634602.704780894,956605.176112735,6642817.79976381,660180.541450743,901129.367195562,7595726.69670285,427165.308717048,777134.948101121,7655963.74093711,451364.564012939,738009.025346394,8783862.58422172,263842.105122052,735875.091569429,6127277.44644632,380330.067662727,613265.583783352
889,129039.55706965,9263.6906589726,135248.101433192,159575.706970585,9070.5051029737,94640.8524704822,121445.728970962,11527.0784310444,94978.832177435,93172.2585203809,9108.9650790278,118011.918092569,133394.951566245,6336.8983304709,292385.183106391,80784.9878765806,3728.7417807539,198963.166335719,130270.600229996,3822.6446429573,240343.433204654,113777.118970893,7743.680203581,257144.994151077
883,1451424.10522473,131953.099001909,351851.589289292,1933134.43222293,167887.991783518,434372.044645651,1161833.59057199,92764.5951938758,338752.386356157,1306054.95937574,125513.104714973,310759.464927153,1224319.58178895,50381.5898192186,312565.944540228,1422359.09768139,56327.203840183,251104.160908568,1997059.01315143,43313.9751112736,322715.122723395,1206872.99663031,54454.0843349295,263136.457409835
904,152903.586803253,12780.0849431088,56714.6329991535,167548.861848367,10869.1489376523,63949.008236661,151420.436668468,10982.5926172675,65277.7998167476,140892.153299806,13930.1310347097,91561.0033243119,157123.149219614,8018.4446482216,94983.3768827749,139099.691941808,6722.0667088927,70067.2049443968,150257.647817783,3687.5301281679,72550.8745758242,194731.773286603,11423.4053580489,87649.2982566924
899,433910.450238073,41417.142440523,327070.460616652,351631.734877018,29424.838256853,348575.67019178,314631.327695933,30588.8038096306,313440.058682216,339099.916287017,42529.0581872635,246261.282648914,307727.367878065,13259.9209225112,208329.959144737,422940.794265526,16024.8362318968,212004.077122897,307690.87788904,7980.4634837683,163324.780292398,369875.383951768,15982.0728422766,221527.864395068
921,1290621.18051071,110097.606911341,503271.963346879,1195337.03268623,93354.632489938,476481.939459648,974159.503521354,77304.4495123488,401450.044851928,1068099.46414728,98699.9640808722,451475.073516065,1194967.27657431,73801.4467951778,371707.284632774,1391508.81691465,87414.6002191721,361464.143957604,1420197.09984911,47975.8348079041,363595.663628851,2210188.10064745,156911.48894944,721059.376451605
915,987674.05097693,85632.2957721678,380034.975053166,971387.050794389,73397.1363839315,403040.934256117,825783.472508172,66600.2277708678,360450.405404655,1018799.31140198,98862.3740701083,363736.640046817,1425417.46512808,77239.1474240651,374346.949030296,1134289.67136891,61571.9304172686,288125.557659099,1255382.01851828,36155.9101583518,277451.703106828,1350975.48222274,84533.3675223414,298886.834864814
901,142935.942294419,14848.3967567755,76141.5607035645,139497.171278046,13393.1532541373,89209.5549413254,104471.122824896,8352.5951662445,72125.6656354829,124081.106719251,13372.6528576695,72826.6896165604,113828.766825726,9000.4767641943,80300.6817005114,158027.929237616,9897.187535415,79696.96847034,147216.878606708,7610.3043262678,71346.9440874462,125348.396690828,12159.037494269,64570.0228783804
902,3869989.55388401,353324.22382339,675806.802625963,3769203.28150479,321779.070421639,749700.379488332,3269290.39486687,268441.701172332,629515.728371609,3978324.901613,354227.080352464,650121.482996712,3430540.64172863,202359.773059077,305164.349659753,3936288.89217449,244921.341888129,413856.481650567,3565897.72362999,125445.614049737,269922.886861609,3216655.47047979,205300.652842614,250062.472718405
914,366892.449100327,38859.5536720266,96307.6707212936,450703.874740193,40313.2147959258,101539.356108626,425062.289022985,42546.2478124622,160234.290790131,371938.25928393,41742.924186749,80293.6658904484,311234.853877487,6831.1073428269,93106.4389691248,299755.713698841,8258.4435613682,145384.459228422,288384.142746815,3328.9961922279,136352.264129458,502063.42605498,14243.707765185,102873.509964208
911,115389.50553516,11450.6381753282,27217.7069827601,96673.4895834033,9812.6575197367,31003.5751506999,78351.3342660919,7645.3040246689,40209.4257221848,102719.556527316,10699.3074263422,24467.2118563762,50174.3851932128,4181.9173793302,25413.6494383148,96146.4499609156,5856.0519663848,23684.1247265955,103713.862370037,2547.5450641698,34646.2816302669,79794.6286205518,5393.9156708723,32177.0849200382
942,6223819.45553763,550425.354290246,448530.443476447,4595002.86710378,391929.264448447,503132.163794048,5432205.10098163,447543.059795646,400206.752669122,4540649.17901859,453756.164255261,434985.552511834,3830569.80849758,249274.516956517,486062.119836842,5137049.27577983,338233.275671315,484713.694722014,5103695.80836056,193489.374998769,555234.570421919,4315310.79333922,277246.274535605,399844.708650748
923,329134.791243638,27530.800710526,146422.98685232,277207.757280993,21512.6849177161,135398.784100675,299582.089892558,25965.7928149664,131489.067623869,341474.736236348,32194.2606447061,106631.86078473,216639.355534334,11778.4069757261,214199.539960323,264376.224026679,16439.0781885756,223619.185220392,337455.806638024,10742.4073392087,252973.835294024,287462.900168914,19224.4342408901,249296.910479538
912,2023276.21672677,184918.225900021,165899.618502621,1894229.63413765,173530.67289943,254021.890463155,2119303.82555049,161526.842031968,185109.042591295,2317309.6901892,220580.517876808,207619.668072854,1510292.39112715,83138.0609918636,154457.011528064,1886902.87247647,109542.15481241,205696.229598911,2033174.6639018,64670.5376901307,185746.9761355,1641966.05585096,97009.8127055723,142836.681929914
953,1714852.42133327,105942.948450622,343678.321803976,1612518.48552205,93504.2063280808,358438.345245987,1541244.4639711,88019.4368777122,411315.000012058,1358037.9905228,95847.2582080666,350783.540312774,1496806.78043323,183019.077638252,1101884.5840667,1954278.41132209,238035.88239682,1271537.13679317,1671020.54011,102377.856134787,865086.425583866,1928707.57819169,239260.179235829,906693.465324665
956,4870359.77110906,402876.333827204,1957287.51284106,4066792.59767858,306590.017022958,1874599.07487253,5894079.15139893,468610.49118359,2222668.63321565,3989256.15258289,380885.581603886,1761160.45875245,4524635.87056469,301709.832973791,1680586.56536903,5520023.38159436,348020.656436989,1888577.29361929,4038674.50203503,137417.445638006,1120080.42716539,5689633.85131204,390758.851517248,1484776.44048435
954,52743000.8281945,4289025.2812259,7403101.47871172,42929596.093687,3339451.53357135,6880394.28615567,44461451.0615791,3553009.23396148,5723894.54875816,48408923.1969779,4576041.81628821,7486467.87926103,44049389.8279355,1529591.90639857,3389071.02946262,53845292.216712,1794260.45994915,4324231.35457561,37816507.6010664,653622.990510224,2486163.65576239,44408187.3830048,1592312.51162122,2872784.79915363
918,142552.121499163,13305.131224752,173113.813009374,190802.621748266,16815.6309850945,206838.101200212,227644.03863381,17814.7942834968,187749.044140538,154179.379522597,15082.1286025758,177880.357001919,98553.7240651298,5901.9844675864,184722.717139165,220507.970631364,13858.2501066947,291559.102168858,179675.009265242,5767.5384589182,223411.483318681,164304.726839747,10663.4005843901,227775.509137087
955,1534762.3493979,133600.433783709,650632.641459934,2154298.02087792,155345.437116989,785091.599416047,1524522.99821199,131807.443018038,692974.930641728,1512284.83833476,152929.366328136,748136.243135022,1702795.8149216,75469.2220870684,548459.534562979,1309881.14765301,55391.8221866915,468658.441590105,2200950.06499072,45915.6291926861,477024.368809761,1557559.2565546,57118.0618792157,443298.148817478
943,1890878.41276549,216597.410459908,548905.329724864,2189553.46365237,230865.394699729,581929.497399075,1997780.93272787,202259.657870144,562996.658398718,2227899.79429443,267735.151695117,583972.536440181,1363112.08221046,80157.456493479,403649.202063935,2082344.35678462,113317.319198695,459951.560136638,1868286.34123022,55557.5942650719,294693.525196548,2124031.88768001,104159.831742257,401859.591758588
951,481231.053512996,31127.5817439339,215356.998574304,551331.168559005,31178.2361415298,188497.243195312,467591.317383478,31835.5473988969,342239.560326536,451997.139775464,33262.5585033367,174551.627900138,369388.745187396,54356.256912673,541618.393597997,429027.168489235,56964.2985792705,535524.267185285,429981.74242237,30399.4749176258,393418.180952023,439212.848536222,64704.750855955,437284.398932418
927,1811454.12237942,157279.092015768,380283.473640566,1892082.7928906,145642.211332064,369748.70501056,2028177.64961242,161834.074718285,368297.125566783,1640468.2549986,152304.412224616,276906.054840768,1399658.36438903,76937.464472484,208717.77828692,2066609.92127892,106553.312584422,280020.828245213,2111445.11463177,58175.8303531487,138334.143720083,4022876.75042415,238469.018505157,470208.085952572
948,649545.495388963,45384.1980267965,481624.842572638,862337.137778136,49649.1805339906,569375.887107036,402176.852618817,16202.9942192017,240921.418972752,492542.232850022,36955.645118589,489163.434407008,727596.919894375,70345.6963845916,727634.039109416,658207.353697061,65154.2730363311,645502.010164387,757659.747553683,38673.8673246067,483760.781006457,714210.629148595,73279.5730478565,508842.455860463
928,122510.822722199,14667.586375793,68721.3853065841,113698.530955029,10702.8060061292,48731.2385057093,75236.066798988,7708.2725699896,48359.2700904377,125517.09165279,15603.5635867233,65954.6315413432,125583.093750405,8059.4312612177,62030.0712297441,92142.457659321,6590.1013513218,51034.6466292217,138569.4053927,4864.3827773721,37635.3572102215,129666.487889258,9657.1269663105,47475.5618808637
936,202739.426023337,19983.8782200822,78882.6610499552,248817.396121721,22494.3254671303,96124.0085659851,288526.856288563,24927.5210586046,83028.3206279831,294008.038284222,28157.7050329758,48357.3586160384,125602.773037597,9853.0964238587,62512.0458186913,298314.586756209,22568.5625934117,66751.6523355217,277784.008113915,9776.6428497105,49888.7864136744,355922.893481688,21475.9138212892,66795.4359822333
941,1138027.25998798,98863.6671920654,262313.059810337,1064743.06523465,78609.3550201642,251023.586630118,1373228.56904492,109706.60324355,277258.565865112,897440.760765689,84504.2356410183,267933.248842012,860101.586064484,49504.845822397,250743.309844908,951347.919778518,70287.5355603867,203445.652738028,765027.314073154,22012.8496441437,183878.306057512,1225130.92883858,86102.8200720384,380106.661420383
929,1398825.30887734,132777.040049333,163010.828643404,1354998.05189756,117006.142029705,212879.25750785,1182013.18256831,103685.242433406,189838.28780273,1142129.77494794,119857.822196972,86812.2693583953,895128.191609939,45598.0210752938,130787.333225566,1151635.30528105,58396.7599260346,172572.690751627,1139329.58770397,30825.7963894449,191244.960404177,923423.359579137,52483.9541393059,145831.369878537
930,487706.077651066,42346.7991706765,83923.8085482942,453084.255740291,34845.9509109722,70455.7333396729,458798.118915795,37323.6085742453,75553.4284089689,370245.660739893,33969.814835374,69642.3701541861,344666.797922107,15099.3168307363,84715.5492827077,400899.199719658,19524.9398384257,73293.6081838253,468938.244337157,10736.3507589695,79740.5554839042,361992.515027249,15526.4551741453,48365.8850669141
960,747331.135491374,62801.9269397881,244646.20836909,656474.24756118,53779.5442887226,226969.896603886,932444.790521118,67627.7662215011,199828.469193966,830110.909264263,79384.8494562215,219045.615458439,589930.912639213,49829.0166902989,287206.852125944,821091.946842421,66690.533678502,267824.90218688,757923.589230894,30735.6025242831,296873.211559798,797929.947330045,54806.6140795666,257996.127268813
944,154106.677741436,16042.0283484802,63657.6447880682,138294.200182468,11646.1071438972,76552.279841846,213139.076040678,18907.4586791642,51023.2614886884,91965.0335362417,10374.25193049,61595.3057556281,100467.720352884,6959.2999052721,86409.5583930779,163909.992613961,14403.8440279852,130557.214935777,50067.6906523034,3606.9378978413,106847.255291749,183707.869012084,15543.0644463414,108709.568379594
938,149671.74687279,11681.3967510343,51890.2590243695,268900.602905019,23821.1810315142,84152.8408037405,170255.712216947,12695.2095562734,38891.3125675045,226656.984211625,23526.0395488901,71752.4380230113,119865.529354702,7334.5221624933,55199.5900860636,214587.357263132,11222.3861192126,63649.1868619426,192671.425220039,6503.0371546948,48358.3121645466,194782.222459269,7603.0783551007,40077.7081293468
949,313619.405688917,23078.8353810669,779803.398659494,303913.51933765,18402.1973008109,727924.098469407,367523.061395328,23185.769956447,722723.307327174,326002.102778504,24846.1246697361,711063.777159672,290726.659956953,30032.7008771172,301450.075794186,390425.669076934,42728.2368513942,473128.333203174,329551.199401382,21578.3596659712,377229.651900492,318040.416514296,36317.7849654923,283545.010063334
947,65402.7868747723,6215.4212613899,70064.2157014887,92291.7840121207,6013.6794976171,87480.3973945397,96595.4936789457,6764.882114905,62238.3230523827,56996.5581965621,5422.113632077,64317.7742209702,71589.397573654,4888.3698089492,77331.6884067403,119508.482100383,11212.8825797518,151881.407577886,70446.7955308977,4191.1323372411,101026.924454335,85512.6247942287,11177.5553224324,116181.919083237
967,366775.977596272,37518.0743994463,169384.777920418,353503.785997211,28839.3031729117,112007.829984839,286740.841796744,28440.4172519175,105616.915190945,329382.655552386,35593.1586040402,136192.053264833,284778.895311912,19269.0589745177,149422.145928996,262272.94546144,17879.2375191865,90675.0900993037,353547.997719738,11382.2024136684,121477.162985182,323940.531837729,22884.359008226,131288.752888193
965,408170.066017264,37052.013869854,78061.1104980444,437286.164858675,35901.2805052504,127886.770501069,421176.216861072,33143.9673196023,124812.085227659,508560.635091774,46058.3008232956,122594.377884549,332758.662968972,22008.9589855517,116609.29031292,570354.574037897,40180.8094877027,137910.932637687,465647.75347817,15414.6230015195,91799.4723174897,439515.190377661,25933.339963994,124484.091061695
950,674551.655688197,63737.4755160798,186995.304920831,999213.146731635,75250.4369214437,257203.275004161,928144.084137432,77747.2754086362,190642.923945949,631877.153936735,60642.9861999459,168841.754223647,918946.075095484,56615.4648625043,238182.105648088,762005.862898441,51482.3816483179,242827.430371661,704176.073722149,21681.6847367205,208628.017573514,674468.066368256,45508.0169279368,155029.468261044
958,183076.12441753,15550.1915770474,52665.6219059859,152932.397808155,12060.3022997925,65313.7681283962,128789.375539996,9472.4581051851,55687.3231039822,122170.514268804,12049.6095314602,69767.7786520972,154744.470371017,10629.5370274052,57743.8345307796,218241.652035877,13219.3240133556,60339.0176238117,164717.609361723,4507.7614800315,74337.3061301622,246892.754751198,14415.1213404351,76211.6938900698
963,164687.232719257,16282.4772942383,106977.189425459,231487.535307775,16919.6262849793,96706.8172830401,174271.865690574,15501.1663589754,118730.179500881,177752.194033366,20955.8741058818,135938.921050532,180526.735402481,11518.4326265458,85426.8069886493,187457.243186138,9894.0687637801,59706.8079319114,184296.320599803,4989.2548125647,77256.5784575084,345793.738047629,26010.2532568866,99344.6763576869
971,2199306.45059186,189923.813115072,317442.495986805,3078486.6163476,219124.707991547,412923.866855043,2108930.80238502,173194.757596032,359037.269312273,2091078.64093544,191063.401792727,393387.400402314,2756883.38559799,186307.411982324,531254.005153832,3211729.56080746,219730.757465618,612977.0867776,2577315.65846803,90477.1830660182,365105.719068635,2968823.5772528,206277.306640449,515647.016005808
959,117464.748102514,13598.0467596494,31884.3585441329,68153.5991521406,9140.4514821715,46715.8741650462,99759.8004276449,7775.5551696501,30092.5293226803,78783.3277135005,9043.6262952051,32323.4185373473,93354.3550381273,2282.3092125434,34788.9447855106,110466.953667772,4649.9081734887,30378.9667210318,112035.383143024,4719.5431528445,35031.6181189601,120728.63518402,3119.2554759841,25666.6261389594
968,129829.621660765,14606.0739867998,34470.5321370306,127016.926406703,12471.4177312737,48064.2362729113,116799.447159695,11514.6478867426,45936.2077767271,122136.974056337,14509.3960709564,62954.3071252368,126169.44447189,8265.6240822218,47169.3316393813,144428.322451841,9826.545640688,29494.7924827612,173833.314521993,6072.1866709069,45717.2627433446,134977.971965863,7286.6670571526,46775.8995697479
1000,2608618.63446159,199743.332002256,597394.806348156,3460716.55267825,228277.577421392,705056.985340479,2698040.11601853,198685.631633943,746427.118279468,2472567.70712086,213185.84648546,662207.910378712,2582849.35271274,172917.884228907,638764.274204114,2130259.19510648,165746.704508881,742167.999770918,2879552.4754855,99523.5905152655,601529.814323544,3722132.8117946,290621.489305433,846724.053840532
970,300102.335089016,26401.8252398677,210097.701586055,309462.30457655,24828.4078022741,285681.050551072,209262.364710738,18518.7192612337,201462.065314752,471439.586666348,45084.9310667251,292312.983281148,474640.061642863,40919.6605399224,104837.229639881,398177.758612995,34503.7825804601,145919.516640132,398494.510229469,20050.5689877417,151252.638302372,545232.601147774,52351.8094252988,170057.110832331
961,256175.106093445,24452.9968517434,92728.7119386011,245684.513514821,23181.2536575257,109137.101106934,304079.129848543,24331.4854155196,105669.801613372,248415.686623285,26402.0462280461,119853.285873841,171865.77932505,3743.0062172615,52265.2460902036,267563.623562731,6328.6540347865,73005.0153183165,243116.55308725,3511.7072904163,76271.091489032,235032.024195561,4680.1158907401,55256.6536297961
992,1596805.69323673,142478.311703619,416838.803854337,1822214.8635881,122397.539771843,765703.980737459,2144357.2973675,182120.134586051,931488.255355726,1464919.97511611,150202.616243002,665045.865459452,870416.084477276,47567.3594528791,520900.902125295,1435437.94325132,97486.3896506967,788952.379689103,1082830.91326606,33532.3356841496,396428.895025889,2348628.56268603,153360.492889974,847846.978645215
990,1138686.60791766,113261.528752695,602495.910703001,1535599.69717012,114233.881791342,271026.584949721,1717691.84193038,136752.337207068,325803.98909981,1098549.00756793,103166.546831852,279476.181259731,1030511.44881707,61445.5594996596,212378.778704072,1664729.41890684,102346.110045508,289952.148616603,1190327.93054608,39072.2614648275,259132.30547325,1565740.40189249,104706.037706033,313433.517259843
1033,11300848.0505295,989803.366750787,1092990.43921856,11987740.868054,939127.096192178,1079062.7964954,12252352.6529756,1019526.82504583,955795.319936295,9180689.74150729,909097.28362194,809235.720384632,9411390.77457844,710988.274805656,2385594.48001771,11739598.6918939,899607.678757341,3020037.62730537,12086423.3326467,472013.37442758,2005608.13202707,10907857.3448633,882410.199362263,2120320.009199
984,1647601.16199225,141588.507610456,278102.669807806,2359667.83352065,178858.594226246,373198.545739552,1842613.63643789,138718.810491898,252061.258125796,1852151.86822489,176230.873761417,371539.220177662,1914039.01179349,116005.584091229,400474.468380043,2472686.12912329,150577.788439682,426524.147851303,2405320.9290598,70370.8278699608,265854.62583768,1648616.89621418,102866.211975684,281740.152132316
1021,4762827.32014058,410844.629479733,996498.680408876,6680812.49201838,530103.325295893,1467032.37424652,5742754.15906163,465354.657678742,1089372.93682429,4620979.36560963,455682.464841611,1069867.53947982,6228599.8350526,373654.867538142,1172512.32246435,5801253.29248898,357812.411306352,1053240.71049323,6088156.32284436,191621.839502251,847330.3525697,6942762.84561433,453563.296851455,1215941.01444631
974,370801.38840463,33023.7343829992,66080.2491293102,336282.012338537,31440.9587212144,58936.0361373254,382276.814067926,33958.055684406,57737.969391352,332179.757064704,36966.4918172636,37951.8391750195,444053.904615469,22621.26318647,79896.1610582927,478172.777688714,24458.5893358521,78986.3777803739,399025.441744603,10016.0900025713,84297.4037448246,581782.854617309,22755.7633303729,90249.7141663052
985,298038.301006687,24094.9415877007,135726.410053882,288101.919980235,22454.0077327994,132420.471583314,392652.164745783,26983.9661027853,102012.851187204,229581.761009662,24756.4307347377,92656.0443615918,210472.572348405,17114.7505576256,115170.290151595,406957.890697683,32220.0183757884,85173.0890660309,245656.537589571,10505.238360024,77349.2930687193,250174.947016291,20347.4828463179,79629.2141141556
