Spot,C_Gel1_IS,C_Gel1_Total (Cy3),C_Gel1_Carbonyl (Cy5),C_Gel2_IS,C_Gel2_Total (Cy3),C_Gel2_Carbonyl (Cy5),C_Gel3_IS,C_Gel3_Total (Cy3),C_Gel3_Carbonyl (Cy5),C_Gel4_IS,C_Gel4_Total (Cy3),C_Gel4_Carbonyl (Cy5),T_Gel1_IS,T_Gel1_Total (Cy3),T_Gel1_Carbonyl (Cy5),T_Gel2_IS,T_Gel2_Total (Cy3),T_Gel2_Carbonyl (Cy5),T_Gel3_IS,T_Gel3_Total (Cy3),T_Gel3_Carbonyl (Cy5),T_Gel4_IS,T_Gel4_Total (Cy3),T_Gel4_Carbonyl (Cy5)
588,2744355.37123656,213795.992727853,526689.301463315,3165253.00023842,249281.996024458,680908.398855147,3410729.70914583,252178.786349598,622186.382888154,2301802.15063455,188380.999385239,566453.873674014,3561642.61944107,369249.845443831,935121.159469244,3496082.56125658,361328.270943911,889793.392919277,2445381.69630663,212929.551259988,781357.735976484,3425543.11819548,348408.109042918,629404.566195559
590,17790932.9060167,1265230.90233607,3798487.35648489,23429940.7466207,1494571.8482129,4853473.44118315,27066407.2751452,1767602.24504404,4804034.69024598,11810567.7291288,885909.354472923,2712873.1645393,21945946.1112042,1780322.39781148,5877729.49013646,21138322.6612663,1848675.97452413,5571794.65144249,19023474.8625149,933910.666416774,4081612.73791443,19722470.1879612,1726288.9171965,4740422.42116946
579,2522190.16515245,169995.196073021,942307.400729311,2803567.13940727,168225.587700738,823707.570119748,2790730.04656901,184525.781885723,649186.950765736,1539416.20383212,114337.280229887,623988.143422063,3307686.86342153,232910.818112755,1284998.23360893,4101673.69732872,318066.755436594,1582443.82532064,2240882.85100044,114119.336104614,836015.931172386,2889990.60266236,235354.068165752,1259850.0327675
591,387480.342357427,33103.8165779184,148146.49398456,489051.756420842,39536.3344047144,134615.651660257,673482.231350998,50272.5825512195,151917.839496643,409731.417397848,37052.5774351135,67167.4044207525,484798.929823501,35428.4211256746,127113.141134543,499238.322353102,44546.1011858802,119428.514974881,417275.523296045,20440.4775404753,76788.6531378566,487230.089138486,42842.945176666,121433.059626172
577,28387.3074663337,2444.3662400488,40114.3710251543,70511.1773667543,5597.0808537078,55452.7918961311,55047.0274008517,2945.7172150011,46187.313284242,60696.1805529154,4875.0574307743,42377.411097693,46063.3771250252,4709.5408241352,51573.037048377,64556.8279911326,6985.4070356392,53860.9546479682,81547.1728915297,6328.0785015655,79683.5415350326,90770.1641685811,8440.7097959865,52725.4401298947
628,22007435.4852251,1776848.7730872,2536117.39176729,22443795.5249735,1569422.49635406,2767151.59382187,12441204.1924936,921725.855451383,2351724.86011827,17621140.7592186,1512715.17426603,2339670.85119803,15928626.1581087,781989.305312426,2196115.154622,24245269.8319859,1198606.90782329,3050538.38380017,22301751.4321758,575478.960339266,2032952.75663455,27533765.4891409,1502510.75260068,2696914.27911073
606,9731841.70935291,854503.433076991,1303128.7617194,10729601.8644212,786528.532798828,1337344.11311884,12734897.6051742,1090668.1769689,1645080.26072982,8695219.67349563,813950.405569843,1307645.70290623,7035186.77638972,373855.030229497,916906.204164078,11824028.5911723,646363.202004729,1507016.20472945,7554843.71719717,217253.019356221,820253.903718163,11912980.7109048,727704.160910117,1335967.40247163
595,238204.129538144,17810.7858778577,86025.0330713952,292607.728540406,23287.7273266785,77935.9471803887,233936.793230935,16212.1985596236,77191.2543425776,182465.338960254,14611.0847441511,69159.8854134238,222312.070669061,15644.90104261,116435.962445932,294538.084775579,18751.4401635356,91638.3878848147,212116.289569325,11491.7565057542,117882.1079693,254143.258237329,18049.1593601998,87900.5270760941
572,4570186.64571333,370209.978681405,387606.913936211,4843642.74373123,348566.793480208,385826.720600549,4620092.73419048,369713.331511199,363366.154704178,2837324.63685215,257782.130242529,255907.752029038,5032164.83483642,278938.63260279,482092.661833688,5162034.64474933,306770.440098348,567115.955537802,3999985.62942447,124466.566543153,410983.454388566,7199039.38320956,456795.857793395,754887.576003943
599,193333.79887861,10167.0054398994,111911.158169448,278523.092518102,19936.6896417259,101944.182888536,225542.521594169,10263.8844361252,82735.3130748372,113318.440717774,6697.5138535114,97121.1988504063,280042.992747168,36025.1635304469,147578.600723833,287964.735124517,38780.6892754133,118880.094286243,246464.486459913,16764.3039368307,110305.104449732,130938.870577764,16038.3973061762,97001.7214554275
